epoch,auc,binary_accuracy,loss,lr,matthews_correlation,val_auc,val_binary_accuracy,val_loss,val_matthews_correlation
0,0.8901731251798412,0.9582632078346631,0.11562320830280635,0.001,0.5442333639362424,0.9439079724516429,0.9644108765514184,0.09281652996065558,0.646724855857538
1,0.9500773034408583,0.963655079510195,0.09764848572221842,0.001,0.628439941390662,0.9535992476322972,0.9662601119237588,0.08812805927021707,0.6594442012884938
2,0.9560787091758234,0.9652264101285462,0.09234990650318986,0.001,0.6487463867120075,0.9578914967834526,0.9664159463652482,0.08663010766980707,0.6726450573468039
3,0.9594088439294632,0.9662401997451241,0.08898711197758556,0.001,0.6617440068631941,0.9604579170122214,0.966706837322695,0.08698608146333103,0.655186543386456
4,0.9615547851996219,0.9675621952570922,0.08563333669518854,0.001,0.6768062816179813,0.9624294492792576,0.9657164228723404,0.08653753977401037,0.6751322178236137
5,0.9633259631904727,0.9685733876329787,0.08256906740440069,0.001,0.6880086888261931,0.9640541538490471,0.9668280418882979,0.08579370856998449,0.6676820470614636
