epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9608829579454787,0.10719087019774086,0.001,0.9653666611258865,0.09304021598758004
1,0.9669146165780141,0.08674401517111993,0.001,0.9664817431294326,0.08845482450903308
