epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9584554036458334,0.1180346873324655,0.001,0.9649060837765957,0.09460782755747543
1,0.9643814411569149,0.09764490911492694,0.001,0.9659415170656028,0.08974770603186273
2,0.9660159712987588,0.0919152305970061,0.001,0.9664020944148937,0.08842357229573507
3,0.9678097988696809,0.08691984303757971,0.001,0.9666237256205674,0.08824110847521335
4,0.9698053454676419,0.0811650572486671,0.001,0.9656056072695035,0.0898386885656427
5,0.9724848321143617,0.07444930099717058,0.001,0.9641303745567376,0.09438742478609297
