epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9586017148714538,0.11796083869016234,0.001,0.9639814660904256,0.09638687743679851
1,0.9644091450576241,0.097442294624535,0.001,0.9651588818705674,0.09279098707178594
2,0.9661787317154256,0.09192913957270431,0.001,0.9657337378102837,0.0904735604776664
3,0.9679197487256206,0.08670847206904903,0.001,0.966059258643617,0.0910339871989497
4,0.9700953706781915,0.08066854460481951,0.001,0.9650376773049646,0.0915310219696439
5,0.97283632535461,0.07361308117364104,0.001,0.9641823193705674,0.0955356882541632
