epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9588368517287233,0.11449905087418379,0.001,0.964699689716312,0.09453816361566808
1,0.965169963430851,0.09238525501960981,0.001,0.9661236702127659,0.08912713560969271
2,0.9668003379875887,0.0868791233563254,0.001,0.9665613918439716,0.08828070179050695
3,0.9681855330230497,0.08254567808108339,0.001,0.9663314494680851,0.08717572193936253
4,0.9695991245567376,0.07839449729823263,0.001,0.9664311835106383,0.08845505479274067
